1000.00,923708090070
1000.00,923713015296
1000.00,923713016290
1000.00,923713017048
1000.00,923713017672
1000.00,923713018275
1000.00,923714019999
1000.00,923716031294
1000.00,923717037025
1000.00,923719047515
1000.00,923807081872
1000.00,923808086968
1000.00,923808087656
1000.00,923809090490
1000.00,923809090760
1000.00,923809091387
1000.00,923809091390
1000.00,923809091487
1000.00,923809091958
1000.00,923809094492
1000.00,923809094829
1000.00,923809095294
1000.00,923810000047
1000.00,923810000209
1000.00,923810001132
1000.00,923810002169
1000.00,923810096222
1000.00,923810096285
1000.00,923810096818
1000.00,923810096902
1000.00,923810099747
1000.00,923811002812
1000.00,923811003644
1000.00,923811005512
1000.00,923811008942
1000.00,923812009909
1000.00,923812010782
1000.00,923812011098
1000.00,923812014995
1000.00,923813015542
1000.00,923813015712
1000.00,923813015753
1000.00,923813016028
1000.00,923813016358
1000.00,923813017653
1000.00,923813017905
1000.00,923813018061
1000.00,923813018752
1000.00,923813018973
1000.00,923813019586
1000.00,923813019731
1000.00,923813020778
1000.00,923813020898
1000.00,923813021070
1000.00,923814023031
1000.00,923814024338
1000.00,923814024541
1000.00,923814025455
1000.00,923814025461
1000.00,923814025759
1000.00,923814025896
1000.00,923814026261
1000.00,923814026931
1000.00,923814027703
1000.00,923814029528
1020.00,923814029756
1000.00,923815031534
1000.00,923815032763
1000.00,923815033566
1000.00,923815034005
1000.00,923815034231
1000.00,923815034876
1000.00,923815035110
1000.00,923815035353
1000.00,923815035971
1000.00,923816038079
1000.00,923816038106
1000.00,923816038125
1000.00,923816039752
1000.00,923816040095
1000.00,923816040772
1020.00,923816041132
1000.00,923816041428
204.00,923816041657
1000.00,923816042843
1000.00,923817044738
510.00,923817053141
1000.00,923914041219
4080.00,923308063082
1000.00,923310074832
510.00,923310074907
3570.00,924617011696
204.00,924717034838
102.00,924717035004
510.00,924717035115
1000.00,924717035145
510.00,924717035148
102.00,924717035228
1000.00,924717035281
204.00,924718038557
510.00,924718038623
1020.00,924718038687
204.00,924718040727
714.00,924718040764
1000.00,924718040801
510.00,924718040823
1000.00,924718040826
714.00,924718040833
408.00,924718040843
510.00,924718040884
1000.00,924718040918
408.00,924718040937
1020.00,924808060885
1000.00,924808061577
1020.00,924810071485
1000.00,924810073788
510.00,924810073863
510.00,924810073885
510.00,924810073973
510.00,924810074095
1000.00,924810074207
1000.00,924810074335
204.00,924810074348
510.00,924810074392
1530.00,924810074414
1020.00,924810074429
1530.00,924810074517
2040.00,924810074549
1020.00,924810074552
612.00,924811079144
510.00,924811079543
1020.00,924814096325
1000.00,924814096362
1020.00,924814096430
204.00,924814096461
2040.00,924815099217
1000.00,924815099223
1020.00,924910051732
510.00,924914076104
1000.00,925309020650
1000.00,925317068849
1000.00,925317069196
1000.00,925317069907
1020.00,925414047210
50.00,925918077302
510.00,926017034772
1020.00,926108061858
1000.00,926711060520
510.00,926712061597
1000.00,926712061600
1020.00,926816042615
1.00,927108092959
10.00,927109094466
1020.00,927519075371
2.00,927714022483
2.00,927714022580
1734.00,928007025013
1000.00,926821058644
1.00,928308063125
1.00,928308063332
1020.00,928912085030
1020.00,928912085076
510.00,928913089541
510.00,928915002239
102.00,929008036519
510.00,929009040028
4284.00,929009040109
5100.00,929009040112
510.00,929009040117
2040.00,929009040126
1500.00,929009040129
510.00,929009040136
2040.00,929009040162
1020.00,929108001551
1500.00,929109001578
1020.00,929109001584
10200.00,929109001599
1020.00,929109001618
1500.00,929109001626
510.00,929109001630
1500.00,929109001634
5100.00,929109001637
